Date,State,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_65PlusPop_Pct
6/16/2021,CT,65.5,94.4
6/16/2021,DC,59.2,83.8
6/16/2021,DE,56.6,92.4
6/16/2021,FL,51.6,88.9
6/16/2021,GA,41.3,79.9
6/16/2021,HI,68.6,99.3
6/16/2021,IA,50.4,88
6/16/2021,ID,38.7,80
6/16/2021,IL,57.3,89
6/16/2021,IN,43.3,81.7
6/16/2021,KS,48.1,91.1
6/16/2021,KY,48.2,85.1
6/16/2021,LA,37.1,77.6
6/16/2021,MA,68.7,95.6
6/16/2021,MD,60,89.9
6/16/2021,ME,65.2,94.2
6/16/2021,MI,50.3,84
6/16/2021,MN,55.9,90.8
6/16/2021,MO,43.5,79.4
6/16/2021,MS,35.2,75.7
6/16/2021,MT,46.7,81.6
6/16/2021,NC,44.3,78.9
6/16/2021,ND,43.1,82.9
6/16/2021,NE,49.8,86.9
6/16/2021,NH,61.4,92.3
6/16/2021,NJ,63.1,91.2
6/16/2021,NM,59.8,91.3
6/16/2021,NV,47.7,80.9
6/16/2021,NY,58.3,84.7
6/16/2021,OH,47.3,83.1
6/16/2021,OK,43.5,82.8
6/16/2021,OR,57.2,85.5
6/16/2021,PA,61.1,100
6/16/2021,RI,63,94.7
6/16/2021,SC,42.4,83.5
6/16/2021,SD,49.5,90.8
6/16/2021,TN,40.5,77.7
6/16/2021,TX,46.6,82.4
6/16/2021,UT,47.1,86.9
6/16/2021,VA,57.6,88.2
6/16/2021,VT,72.6,99.9
6/16/2021,WA,59.2,90
6/16/2021,WI,52.5,89.5
6/16/2021,WV,42.2,75.2
6/16/2021,WY,38.3,76.3
6/17/2021,AK,47.6,80.7
6/17/2021,AL,38.7,77.9
6/17/2021,AR,40.9,76.8
6/17/2021,AZ,48.3,83.3
6/17/2021,CA,59.5,92.1
6/17/2021,CO,56.6,86.8
6/17/2021,CT,65.6,94.4
6/17/2021,DC,59.5,83.9
6/17/2021,DE,56.8,92.5
6/17/2021,FL,52,89.1
6/17/2021,GA,41.9,80.2
6/17/2021,HI,68.7,99.3
6/17/2021,IA,50.6,88
6/17/2021,ID,38.9,80.1
6/17/2021,IL,57.8,89.1
6/17/2021,IN,43.5,81.9
6/17/2021,KS,48.2,91.2
6/17/2021,KY,48.4,85.3
6/17/2021,LA,37.2,77.6
6/17/2021,MA,69.1,95.7
6/17/2021,MD,60.2,89.9
6/17/2021,ME,65.4,94.3
6/17/2021,MI,50.5,84.1
6/17/2021,MN,56,90.9
6/17/2021,MO,43.7,79.5
6/17/2021,MS,35.4,75.8
6/17/2021,MT,46.9,81.8
6/17/2021,NC,44.4,79
6/17/2021,ND,43.2,82.9
6/17/2021,NE,50,87
6/17/2021,NH,61.5,92.3
6/17/2021,NJ,63.3,91.3
6/17/2021,NM,60.1,91.4
6/17/2021,NV,47.8,80.9
6/17/2021,NY,58.5,84.8
6/17/2021,OH,47.4,83.1
6/17/2021,OK,43.7,82.9
6/17/2021,OR,57.4,85.6
6/17/2021,PA,61.4,99.9
6/17/2021,RI,63.3,94.8
6/17/2021,SC,42.6,83.5
6/17/2021,SD,49.7,90.9
6/17/2021,TN,40.6,77.7
6/17/2021,TX,46.9,82.8
6/17/2021,UT,47.3,87
6/17/2021,VA,57.7,88.2
6/17/2021,VT,72.7,99.9
6/17/2021,WA,59.6,90.1
6/17/2021,WI,52.7,89.6
6/17/2021,WV,42.3,75.2
6/17/2021,WY,38.3,76.4
6/18/2021,AK,47.7,80.7
6/18/2021,AL,38.7,77.9
6/18/2021,AR,41,76.8
6/18/2021,AZ,48.5,83.3
6/18/2021,CA,59.7,92.2
6/18/2021,CO,56.7,86.8
6/18/2021,CT,65.7,94.5
6/18/2021,DC,59.6,84
6/18/2021,DE,57,92.6
6/18/2021,FL,52.1,89.2
6/18/2021,GA,42,80.2
6/18/2021,HI,68.9,99.4
6/18/2021,IA,50.6,88.1
6/18/2021,ID,38.9,80.2
6/18/2021,IL,57.9,89.2
6/18/2021,IN,43.6,81.9
6/18/2021,KS,48.3,91.2
6/18/2021,KY,48.5,85.3
6/18/2021,LA,37.3,77.7
6/18/2021,MA,69.2,95.8
6/18/2021,MD,60.3,90
6/18/2021,ME,65.5,94.3
6/18/2021,MI,50.5,84.1
6/18/2021,MN,56.1,91
6/18/2021,MO,44,79.7
6/18/2021,MS,35.4,75.8
6/18/2021,MT,47,81.9
6/18/2021,NC,44.5,79
6/18/2021,ND,43.3,83
6/18/2021,NE,50.1,87
6/18/2021,NH,61.5,92.3
6/18/2021,NJ,63.4,91.4
6/18/2021,NM,60.3,91.5
6/18/2021,NV,48,81
6/18/2021,NY,58.6,84.9
6/18/2021,OH,47.5,83.2
6/18/2021,OK,43.9,83.3
6/18/2021,OR,57.5,85.7
6/18/2021,PA,61.6,99.9
6/18/2021,RI,63.4,94.8
6/18/2021,SC,42.6,83.6
6/18/2021,SD,49.8,90.9
6/18/2021,TN,40.7,77.8
6/18/2021,TX,47,83.1
6/18/2021,UT,47.3,87
6/18/2021,VA,57.9,88.3
6/18/2021,VT,72.8,99.9
6/18/2021,WA,59.7,90.2
6/18/2021,WI,52.7,89.6
6/18/2021,WV,42.3,75.2
6/18/2021,WY,38.5,76.5
6/19/2021,AK,47.7,80.7
6/19/2021,AL,38.9,78.1
6/19/2021,AR,41.1,76.9
6/19/2021,AZ,48.6,83.4
6/19/2021,CA,59.9,92.2
6/19/2021,CO,56.9,86.9
6/19/2021,CT,65.9,94.6
6/19/2021,DC,60.1,84.4
6/19/2021,DE,57.1,92.6
6/19/2021,FL,52.3,89.2
6/19/2021,GA,42,80.3
6/19/2021,HI,69,99.4
6/19/2021,IA,50.8,88.1
6/19/2021,ID,39,80.3
6/19/2021,IL,58.1,89.3
6/19/2021,IN,43.7,82
6/19/2021,KS,48.4,91.3
6/19/2021,KY,48.6,85.4
6/19/2021,LA,37.4,77.8
6/19/2021,MA,69.4,95.8
6/19/2021,MD,60.4,90.1
6/19/2021,ME,65.7,94.4
6/19/2021,MI,50.7,84.3
6/19/2021,MN,56.2,91
6/19/2021,MO,44.1,79.8
6/19/2021,MS,35.4,75.8
6/19/2021,MT,47.1,81.9
6/19/2021,NC,44.6,79.1
6/19/2021,ND,43.4,83
6/19/2021,NE,50.1,87
6/19/2021,NH,61.6,92.4
6/19/2021,NJ,63.6,91.5
6/19/2021,NM,60.4,91.5
6/19/2021,NV,48.1,81
6/19/2021,NY,58.8,85
6/19/2021,OH,47.6,83.2
6/19/2021,OK,44,83.4
6/19/2021,OR,57.6,85.7
6/19/2021,PA,61.7,99.9
6/19/2021,RI,63.6,94.9
6/19/2021,SC,42.7,83.6
6/19/2021,SD,49.8,90.9
6/19/2021,TN,40.8,77.9
6/19/2021,TX,47.1,83.3
6/19/2021,UT,47.3,87.1
6/19/2021,VA,58,88.4
6/19/2021,VT,73,99.9
6/19/2021,WA,59.9,90.3
6/19/2021,WI,52.9,89.7
6/19/2021,WV,42.4,75.2
6/19/2021,WY,38.6,76.6
6/20/2021,AK,47.8,80.8
6/20/2021,AL,39,78.1
6/20/2021,AR,41.1,76.9
6/20/2021,AZ,48.7,83.4
6/20/2021,CA,60,92.3
6/20/2021,CO,57,87
6/20/2021,CT,66,94.6
6/20/2021,DC,60.1,84.5
6/20/2021,DE,57.1,92.6
6/20/2021,FL,52.5,89.3
6/20/2021,GA,42,80.3
6/20/2021,HI,69,99.4
6/20/2021,IA,50.8,88.2
6/20/2021,ID,39.1,80.3
6/20/2021,IL,58.2,89.3
6/20/2021,IN,43.8,82
6/20/2021,KS,48.5,91.3
6/20/2021,KY,48.7,85.5
6/20/2021,LA,37.5,77.8
6/20/2021,MA,69.5,95.9
6/20/2021,MD,60.5,90.1
6/20/2021,ME,65.7,94.4
6/20/2021,MI,50.7,84.3
6/20/2021,MN,56.3,91.1
6/20/2021,MO,44.1,79.8
6/20/2021,MS,35.4,75.8
6/20/2021,MT,47.1,82
6/20/2021,NC,44.7,79.1
6/20/2021,ND,43.4,83
6/20/2021,NE,50.1,87
6/20/2021,NH,61.6,92.4
6/20/2021,NJ,63.8,91.6
6/20/2021,NM,60.8,91.7
6/20/2021,NV,48.2,81.1
6/20/2021,NY,58.9,85.1
6/20/2021,OH,47.7,83.3
6/20/2021,OK,44,83.4
6/20/2021,OR,57.7,85.8
6/20/2021,PA,61.8,99.9
6/20/2021,RI,63.6,94.9
6/20/2021,SC,42.8,83.7
6/20/2021,SD,49.8,90.9
6/20/2021,TN,40.9,77.9
6/20/2021,TX,47.2,83.5
6/20/2021,UT,47.4,87.1
6/20/2021,VA,58.1,88.4
6/20/2021,VT,73.1,99.9
6/20/2021,WA,60,90.4
6/20/2021,WI,52.9,89.7
6/20/2021,WV,42.4,75.3
6/20/2021,WY,38.6,76.6
6/21/2021,AK,47.9,80.8
6/21/2021,AL,39.1,78.2
6/21/2021,AR,41.2,76.9
6/21/2021,AZ,48.7,83.4
6/21/2021,CA,60.1,92.3
6/21/2021,CO,57,87
6/21/2021,CT,66.1,94.6
6/21/2021,DC,60.2,84.5
6/21/2021,DE,57.3,92.7
6/21/2021,FL,52.5,89.3
6/21/2021,GA,42,80.3
6/21/2021,HI,69.1,99.4
6/21/2021,IA,50.9,88.2
6/21/2021,ID,39.1,80.3
6/21/2021,IL,58.3,89.4
6/21/2021,IN,43.9,82
6/21/2021,KS,48.5,91.3
6/21/2021,KY,48.8,85.5
6/21/2021,LA,37.5,77.8
6/21/2021,MA,69.6,95.9
6/21/2021,MD,60.5,90.1
6/21/2021,ME,65.7,94.4
6/21/2021,MI,50.9,84.3
6/21/2021,MN,56.4,91.1
6/21/2021,MO,44.2,79.8
6/21/2021,MS,35.4,75.8
6/21/2021,MT,47.2,82
6/21/2021,NC,44.7,79.1
6/21/2021,ND,43.4,83
6/21/2021,NE,50.1,87
6/21/2021,NH,61.7,92.4
6/21/2021,NJ,63.8,91.6
6/21/2021,NM,60.8,91.7
6/21/2021,NV,48.3,81.1
6/21/2021,NY,59,85.1
6/21/2021,OH,47.7,83.3
6/21/2021,OK,44.1,83.5
6/21/2021,OR,57.8,85.8
6/21/2021,PA,61.9,99.9
6/21/2021,RI,63.8,95
6/21/2021,SC,42.9,83.7
6/21/2021,SD,49.8,90.9
6/21/2021,TN,41,78
6/21/2021,TX,47.3,82.5
6/21/2021,UT,47.4,87.1
6/21/2021,VA,58.2,88.5
6/21/2021,VT,73.2,99.9
6/21/2021,WA,60.2,90.4
6/21/2021,WI,53,89.8
6/21/2021,WV,42.8,75.5
6/21/2021,WY,38.6,76.6
6/22/2021,AK,47.9,80.8
6/22/2021,AL,39.1,78.2
6/22/2021,AR,41.2,77
6/22/2021,AZ,48.8,83.5
6/22/2021,CA,60.2,92.4
6/22/2021,CO,57.1,87
6/22/2021,CT,66.2,94.7
6/22/2021,DC,60.3,84.6
6/22/2021,DE,57.3,92.8
6/22/2021,FL,52.6,89.4
6/22/2021,GA,42.5,80.5
6/22/2021,HI,69.1,99.5
6/22/2021,IA,50.9,88.2
6/22/2021,ID,39.1,80.3
6/22/2021,IL,58.4,89.4
6/22/2021,IN,43.9,82
6/22/2021,KS,48.6,91.4
6/22/2021,KY,48.8,85.5
6/22/2021,LA,37.5,77.8
6/22/2021,MA,69.6,95.9
6/22/2021,MD,60.6,90.1
6/22/2021,ME,65.9,94.5
6/22/2021,MI,50.9,84.4
6/22/2021,MN,56.4,91.1
6/22/2021,MO,44.2,79.8
6/22/2021,MS,35.7,76
6/22/2021,MT,47.2,82
6/22/2021,NC,44.7,79.2
6/22/2021,ND,43.4,83
6/22/2021,NE,50.4,87.2
6/22/2021,NH,61.7,92.4
6/22/2021,NJ,64.1,91.7
6/22/2021,NM,60.9,91.7
6/22/2021,NV,48.4,81.1
6/22/2021,NY,59.1,85.2
6/22/2021,OH,47.8,83.3
6/22/2021,OK,44.1,83.5
6/22/2021,OR,57.8,85.8
6/22/2021,PA,62,99.9
6/22/2021,RI,63.8,95
6/22/2021,SC,43,83.7
6/22/2021,SD,50,91
6/22/2021,TN,41,78
6/22/2021,TX,47.4,82.6
6/22/2021,UT,47.9,87.3
6/22/2021,VA,58.3,88.5
6/22/2021,VT,73.3,99.9
6/22/2021,WA,60.2,90.4
6/22/2021,WI,53,89.8
6/22/2021,WV,42.8,75.6
6/22/2021,WY,38.7,76.6
6/23/2021,AK,48,80.8
6/23/2021,AL,39.2,78.3
6/23/2021,AR,41.3,77
6/23/2021,AZ,48.9,83.5
6/23/2021,CA,60.3,92.4
6/23/2021,CO,57.2,87.1
6/23/2021,CT,66.2,94.7
6/23/2021,DC,60.4,84.6
6/23/2021,DE,57.4,92.8
6/23/2021,FL,52.7,89.4
6/23/2021,GA,42.5,80.5
6/23/2021,HI,69.2,99.5
6/23/2021,IA,51,88.2
6/23/2021,ID,39.2,80.4
6/23/2021,IL,58.5,89.5
6/23/2021,IN,44,82.1
6/23/2021,KS,48.6,91.4
6/23/2021,KY,48.9,85.6
6/23/2021,LA,37.6,77.9
6/23/2021,MA,69.7,95.9
6/23/2021,MD,60.7,90.2
6/23/2021,ME,65.9,94.5
6/23/2021,MI,51,84.4
6/23/2021,MN,56.4,91.1
6/23/2021,MO,44.2,79.9
6/23/2021,MS,35.7,76
6/23/2021,MT,47.2,82
6/23/2021,NC,44.8,79.2
6/23/2021,ND,43.5,83.1
6/23/2021,NE,50.5,87.2
6/23/2021,NH,61.7,92.5
6/23/2021,NJ,64.3,91.8
6/23/2021,NM,60.9,91.8
6/23/2021,NV,48.4,81.2
6/23/2021,NY,59.2,85.2
6/23/2021,OH,47.8,83.4
6/23/2021,OK,44.2,83.5
6/23/2021,OR,57.9,85.9
6/23/2021,PA,62.1,99.9
6/23/2021,RI,63.9,95
6/23/2021,SC,43.5,84.3
6/23/2021,SD,50.1,91.1
6/23/2021,TN,41.1,78
6/23/2021,TX,47.5,82.8
6/23/2021,UT,47.9,87.3
6/23/2021,VA,58.4,88.6
6/23/2021,VT,73.3,99.9
6/23/2021,WA,60.3,90.5
6/23/2021,WI,53.1,89.8
6/23/2021,WV,42.9,75.6
6/23/2021,WY,38.8,76.7
6/24/2021,AK,48.1,80.9
6/24/2021,AL,39.3,78.4
6/24/2021,AR,41.4,77
6/24/2021,AZ,49,83.5
6/24/2021,CA,60.5,92.5
6/24/2021,CO,57.3,87.1
6/24/2021,CT,66.3,94.7
6/24/2021,DC,60.5,84.7
6/24/2021,DE,57.5,92.8
6/24/2021,FL,52.9,89.5
6/24/2021,GA,42.5,80.5
6/24/2021,HI,69.3,99.5
6/24/2021,IA,51,88.3
6/24/2021,ID,39.2,80.4
6/24/2021,IL,58.6,89.5
6/24/2021,IN,44.1,82.1
6/24/2021,KS,48.7,91.5
6/24/2021,KY,49,85.6
6/24/2021,LA,37.7,77.9
6/24/2021,MA,69.8,96
6/24/2021,MD,60.9,90.3
6/24/2021,ME,66,94.6
6/24/2021,MI,51,84.4
6/24/2021,MN,56.5,91.2
6/24/2021,MO,44.3,79.9
6/24/2021,MS,35.7,76
6/24/2021,MT,47.3,82.1
6/24/2021,NC,44.9,79.2
6/24/2021,ND,43.5,83.1
6/24/2021,NE,51.3,87.9
6/24/2021,NH,61.7,92.5
6/24/2021,NJ,64.4,91.9
6/24/2021,NM,61.1,91.9
6/24/2021,NV,48.5,81.2
6/24/2021,NY,59.3,85.3
6/24/2021,OH,47.9,83.4
6/24/2021,OK,44.3,83.6
6/24/2021,OR,58,85.9
6/24/2021,PA,62.2,99.9
6/24/2021,RI,64,95.1
6/24/2021,SC,43.6,84.3
6/24/2021,SD,50.1,91.1
6/24/2021,TN,41.1,78.1
6/24/2021,TX,47.6,82.9
6/24/2021,UT,48.1,87.4
6/24/2021,VA,58.5,88.6
6/24/2021,VT,73.3,99.9
6/24/2021,WA,60.5,90.5
6/24/2021,WI,53.2,89.9
6/24/2021,WV,43,75.7
6/24/2021,WY,38.8,76.7
6/25/2021,AK,48.1,80.9
6/25/2021,AL,39.3,78.4
6/25/2021,AR,41.5,77.1
6/25/2021,AZ,49.1,83.6
6/25/2021,CA,60.6,92.6
6/25/2021,CO,57.4,87.2
6/25/2021,CT,66.5,94.8
6/25/2021,DC,60.6,84.8
6/25/2021,DE,57.6,92.9
6/25/2021,FL,53,89.6
6/25/2021,GA,42.5,80.6
6/25/2021,HI,69.3,99.6
6/25/2021,IA,51.1,88.3
6/25/2021,ID,39.3,80.4
6/25/2021,IL,58.7,89.6
6/25/2021,IN,44.2,82.2
6/25/2021,KS,48.8,91.5
6/25/2021,KY,49.1,85.7
6/25/2021,LA,37.8,78
6/25/2021,MA,69.9,96
6/25/2021,MD,61,90.3
6/25/2021,ME,66,94.6
6/25/2021,MI,51.1,84.5
6/25/2021,MN,56.6,91.2
6/25/2021,MO,44.4,80
6/25/2021,MS,35.9,76.1
6/25/2021,MT,47.4,82.1
6/25/2021,NC,45,79.3
6/25/2021,ND,43.6,83.1
6/25/2021,NE,51.4,88
6/25/2021,NH,61.8,92
6/25/2021,NJ,62.1,89.1
6/25/2021,NM,61.4,92.1
6/25/2021,NV,48.5,81.2
6/25/2021,NY,59.4,85.4
6/25/2021,OH,48,83.5
6/25/2021,OK,44.5,83.9
6/25/2021,OR,58.1,86
6/25/2021,PA,62.3,99.9
6/25/2021,RI,64.1,95.2
6/25/2021,SC,43.7,84.4
6/25/2021,SD,50.2,91.1
6/25/2021,TN,41.2,78.1
6/25/2021,TX,47.7,83.1
6/25/2021,UT,48.1,87.4
6/25/2021,VA,58.5,88.6
6/25/2021,VT,73.4,99.9
6/25/2021,WA,60.6,90.6
6/25/2021,WI,53.3,89.9
6/25/2021,WV,43,75.7
6/25/2021,WY,38.9,76.8
6/26/2021,AK,48.4,81
6/26/2021,AL,39.4,78.4
6/26/2021,AR,41.6,77.2
6/26/2021,AZ,49.2,83.6
6/26/2021,CA,60.8,92.8
6/26/2021,CO,57.6,87.2
6/26/2021,CT,66.6,94.9
6/26/2021,DC,60.7,84.8
6/26/2021,DE,57.7,92.9
6/26/2021,FL,53.1,89.6
6/26/2021,GA,42.5,80.6
6/26/2021,HI,69.4,99.6
6/26/2021,IA,51.2,88.3
6/26/2021,ID,39.3,80.5
6/26/2021,IL,58.8,89.7
6/26/2021,IN,44.3,82.2
6/26/2021,KS,48.9,91.6
6/26/2021,KY,49.2,85.8
6/26/2021,LA,37.8,78
6/26/2021,MA,70,96.1
6/26/2021,MD,61,90.3
6/26/2021,ME,66.1,94.7
6/26/2021,MI,51.2,84.6
6/26/2021,MN,56.7,91.3
6/26/2021,MO,44.5,80.1
6/26/2021,MS,35.9,76.1
6/26/2021,MT,47.5,82.2
6/26/2021,NC,45,79.3
6/26/2021,ND,43.7,83.1
6/26/2021,NE,51.4,88
6/26/2021,NH,61.8,92.1
6/26/2021,NJ,62.4,89.2
6/26/2021,NM,61.6,92.2
6/26/2021,NV,48.9,81.4
6/26/2021,NY,59.6,85.5
6/26/2021,OH,48,83.5
6/26/2021,OK,44.6,83.9
6/26/2021,OR,58.2,86.1
6/26/2021,PA,62.4,99.9
6/26/2021,RI,64.2,95.2
6/26/2021,SC,43.8,84.4
6/26/2021,SD,50.3,91.2
6/26/2021,TN,41.3,78.2
6/26/2021,TX,47.8,83.3
6/26/2021,UT,48.1,87.4
6/26/2021,VA,58.6,88.7
6/26/2021,VT,73.5,99.9
6/26/2021,WA,60.7,90.7
6/26/2021,WI,53.4,90
6/26/2021,WV,43.1,75.8
6/26/2021,WY,39,76.9
6/27/2021,AK,48.5,81.1
6/27/2021,AL,39.6,78.6
6/27/2021,AR,41.7,77.2
6/27/2021,AZ,49.3,83.7
6/27/2021,CA,61,92.9
6/27/2021,CO,57.7,87.3
6/27/2021,CT,66.7,94.9
6/27/2021,DC,60.9,85
6/27/2021,DE,57.9,93.1
6/27/2021,FL,53.2,89.6
6/27/2021,GA,42.5,80.6
6/27/2021,HI,69.5,99.7
6/27/2021,IA,51.2,88.4
6/27/2021,ID,39.4,80.5
6/27/2021,IL,59.1,89.8
6/27/2021,IN,44.4,82.3
6/27/2021,KS,49,91.6
6/27/2021,KY,49.3,85.8
6/27/2021,LA,37.9,78.1
6/27/2021,MA,70.1,96.1
6/27/2021,MD,61.6,91.7
6/27/2021,ME,66.1,94.7
6/27/2021,MI,51.2,84.6
6/27/2021,MN,56.8,91.3
6/27/2021,MO,44.6,80.2
6/27/2021,MS,35.9,76.1
6/27/2021,MT,47.6,82.3
6/27/2021,NC,45.1,79.4
6/27/2021,ND,43.8,83.2
6/27/2021,NE,51.4,88
6/27/2021,NH,61.8,92.1
6/27/2021,NJ,62.5,89.3
6/27/2021,NM,61.7,92.3
6/27/2021,NV,49.1,81.6
6/27/2021,NY,59.7,85.5
6/27/2021,OH,48.1,83.6
6/27/2021,OK,44.6,84
6/27/2021,OR,58.4,86.2
6/27/2021,PA,62.5,99.9
6/27/2021,RI,64.3,95.3
6/27/2021,SC,44,84.6
6/27/2021,SD,50.3,91.2
6/27/2021,TN,41.5,78.3
6/27/2021,TX,47.9,83.5
6/27/2021,UT,48.1,87.4
6/27/2021,VA,58.8,88.8
6/27/2021,VT,73.6,99.9
6/27/2021,WA,60.9,90.8
6/27/2021,WI,53.5,90
6/27/2021,WV,43.3,75.9
6/27/2021,WY,39,76.9
6/28/2021,AK,48.6,81.1
6/28/2021,AL,39.7,78.7
6/28/2021,AR,41.7,77.3
6/28/2021,AZ,49.4,83.8
6/28/2021,CA,61.1,92.9
6/28/2021,CO,57.7,87.3
6/28/2021,CT,66.8,94.9
6/28/2021,DC,61,85
6/28/2021,DE,58,93.1
6/28/2021,FL,53.4,89.7
6/28/2021,GA,42.5,80.6
6/28/2021,HI,69.7,99.9
6/28/2021,IA,51.3,88.4
6/28/2021,ID,39.4,80.5
6/28/2021,IL,59.3,89.8
6/28/2021,IN,44.4,82.3
6/28/2021,KS,49,91.7
6/28/2021,KY,49.4,85.9
6/28/2021,LA,38,78.1
6/28/2021,MA,70.2,96.1
6/28/2021,MD,61.7,91.8
6/28/2021,ME,66.1,94.7
6/28/2021,MI,51.2,84.6
6/28/2021,MN,56.8,91.3
6/28/2021,MO,44.7,80.2
6/28/2021,MS,35.9,76.2
6/28/2021,MT,47.6,82.3
6/28/2021,NC,45.1,79.4
6/28/2021,ND,43.8,83.2
6/28/2021,NE,51.5,88.1
6/28/2021,NH,62,92.1
6/28/2021,NJ,62.6,89.3
6/28/2021,NM,61.7,92.3
6/28/2021,NV,49.4,81.7
6/28/2021,NY,59.7,85.6
6/28/2021,OH,48.1,83.6
6/28/2021,OK,44.7,84
6/28/2021,OR,58.4,86.2
6/28/2021,PA,62.6,99.9
6/28/2021,RI,64.5,95.3
6/28/2021,SC,44.1,84.6
6/28/2021,SD,50.3,91.2
6/28/2021,TN,41.6,78.3
6/28/2021,TX,48,82.8
6/28/2021,UT,48.1,87.4
6/28/2021,VA,58.9,88.8
6/28/2021,VT,73.8,99.9
6/28/2021,WA,61,90.8
6/28/2021,WI,53.5,90
6/28/2021,WV,43.3,75.9
6/28/2021,WY,39,76.9
6/29/2021,AK,48.8,81.2
6/29/2021,AL,39.8,78.7
6/29/2021,AR,41.8,77.3
6/29/2021,AZ,49.5,83.8
6/29/2021,CA,61.2,93
6/29/2021,CO,57.8,87.3
6/29/2021,CT,66.9,95
6/29/2021,DC,61.1,85.1
6/29/2021,DE,58,93.1
6/29/2021,FL,53.5,89.8
6/29/2021,GA,43.2,80.9
6/29/2021,HI,69.8,99.9
6/29/2021,IA,51.3,88.4
6/29/2021,ID,39.5,80.6
6/29/2021,IL,59.3,89.8
6/29/2021,IN,44.5,82.3
6/29/2021,KS,49,91.7
6/29/2021,KY,49.4,85.9
6/29/2021,LA,38,78.1
6/29/2021,MA,70.3,96.2
6/29/2021,MD,61.8,91.8
6/29/2021,ME,66.2,94.7
6/29/2021,MI,51.4,84.7
6/29/2021,MN,56.8,91.3
6/29/2021,MO,44.7,80.2
6/29/2021,MS,36.1,76.3
6/29/2021,MT,47.6,82.3
6/29/2021,NC,45.2,79.4
6/29/2021,ND,43.8,83.2
6/29/2021,NE,51.6,88.1
6/29/2021,NH,62,92.1
6/29/2021,NJ,62.7,89.4
6/29/2021,NM,61.7,92.3
6/29/2021,NV,49.5,81.8
6/29/2021,NY,59.9,85.6
6/29/2021,OH,48.2,83.6
6/29/2021,OK,44.7,84
6/29/2021,OR,58.4,86.2
6/29/2021,PA,62.7,99.9
6/29/2021,RI,64.5,95.3
6/29/2021,SC,44.1,84.6
6/29/2021,SD,50.4,91.2
6/29/2021,TN,41.6,78.4
6/29/2021,TX,48.1,83
6/29/2021,UT,48.6,87.6
6/29/2021,VA,58.9,88.8
6/29/2021,VT,73.9,99.9
6/29/2021,WA,61.1,90.9
6/29/2021,WI,53.6,90
6/29/2021,WV,43.6,76.1
6/29/2021,WY,39.2,77
6/30/2021,AK,49,81.3
6/30/2021,AL,39.9,78.7
6/30/2021,AR,41.8,77.3
6/30/2021,AZ,49.6,83.8
6/30/2021,CA,61.4,93.1
6/30/2021,CO,57.9,87.4
6/30/2021,CT,67,95
6/30/2021,DC,61.2,85.2
6/30/2021,DE,58.1,93.2
6/30/2021,FL,53.6,89.8
6/30/2021,GA,43.3,81
6/30/2021,HI,69.8,99.9
6/30/2021,IA,51.4,88.4
6/30/2021,ID,39.5,80.6
6/30/2021,IL,59.4,89.9
6/30/2021,IN,44.6,82.3
6/30/2021,KS,49.1,91.7
6/30/2021,KY,49.5,85.9
6/30/2021,LA,38.1,78.2
6/30/2021,MA,70.4,96.2
6/30/2021,MD,61.9,91.9
6/30/2021,ME,66.3,94.8
6/30/2021,MI,51.4,84.7
6/30/2021,MN,57,91.4
6/30/2021,MO,44.9,80.3
6/30/2021,MS,36.2,76.4
6/30/2021,MT,47.7,82.4
6/30/2021,NC,48.6,83.1
6/30/2021,ND,43.8,83.2
6/30/2021,NE,51.7,88.1
6/30/2021,NH,62,92.1
6/30/2021,NJ,62.8,89.4
6/30/2021,NM,62.9,93.7
6/30/2021,NV,49.7,81.9
6/30/2021,NY,60,85.7
6/30/2021,OH,48.2,83.7
6/30/2021,OK,44.8,84.1
6/30/2021,OR,58.5,86.3
6/30/2021,PA,62.7,99.9
6/30/2021,RI,64.6,95.4
6/30/2021,SC,44.3,84.7
6/30/2021,SD,50.5,91.3
6/30/2021,TN,41.7,78.4
6/30/2021,TX,48.2,83.2
6/30/2021,UT,48.7,87.6
6/30/2021,VA,59.1,88.9
6/30/2021,VT,73.9,99.9
6/30/2021,WA,61.2,91
6/30/2021,WI,53.6,90.1
6/30/2021,WV,43.6,76.2
6/30/2021,WY,39.2,77.1
7/1/2021,AK,49.1,81.3
7/1/2021,AL,40,78.9
7/1/2021,AR,42,77.5
7/1/2021,AZ,50.5,84.8
7/1/2021,CA,61.5,93.3
7/1/2021,CO,58,87.4
7/1/2021,CT,67.1,95.1
7/1/2021,DC,61.3,85.3
7/1/2021,DE,58.2,93.3
7/1/2021,FL,53.8,89.9
7/1/2021,GA,43.4,81.1
7/1/2021,HI,69.9,99.9
7/1/2021,IA,51.4,88.5
7/1/2021,ID,39.6,80.6
7/1/2021,IL,59.5,89.9
7/1/2021,IN,44.6,82.4
7/1/2021,KS,49.2,91.8
7/1/2021,KY,49.6,86
7/1/2021,LA,38.5,79.3
7/1/2021,MA,70.5,96.2
7/1/2021,MD,62,91.9
7/1/2021,ME,66.5,94.8
7/1/2021,MI,51.5,84.7
7/1/2021,MN,57.1,91.5
7/1/2021,MO,45,80.3
7/1/2021,MS,36.3,76.5
7/1/2021,MT,47.8,82.4
7/1/2021,NC,48.7,83.2
7/1/2021,ND,43.9,83.2
7/1/2021,NE,51.8,88.2
7/1/2021,NH,62.5,93.5
7/1/2021,NJ,62.9,89.5
