Date,State,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_65PlusPop_Pct
12/17/2020,TX,0,0
12/17/2020,UT,0,0
12/17/2020,VA,0,0
12/17/2020,VT,0,0
12/17/2020,WA,0,0
12/17/2020,WI,0,0
12/17/2020,WV,0,0
12/17/2020,WY,0,0
12/18/2020,AK,0,0
12/18/2020,AL,0,0
12/18/2020,AR,0,0
12/18/2020,AZ,0,0
12/18/2020,CA,0,0
12/18/2020,CO,0,0
12/18/2020,CT,0,0
12/18/2020,DC,0,0
12/18/2020,DE,0,0
12/18/2020,FL,0,0
12/18/2020,GA,0,0
12/18/2020,HI,0,0
12/18/2020,IA,0,0
12/18/2020,ID,0,0
12/18/2020,IL,0,0
12/18/2020,IN,0,0
12/18/2020,KS,0,0
12/18/2020,KY,0,0
12/18/2020,LA,0,0
12/18/2020,MA,0,0
12/18/2020,MD,0,0
12/18/2020,ME,0,0
12/18/2020,MI,0,0
12/18/2020,MN,0,0
12/18/2020,MO,0,0
12/18/2020,MS,0,0
12/18/2020,MT,0,0
12/18/2020,NC,0,0
12/18/2020,ND,0,0
12/18/2020,NE,0,0
12/18/2020,NH,0,0
12/18/2020,NJ,0,0
12/18/2020,NM,0,0
12/18/2020,NV,0,0
12/18/2020,NY,0,0
12/18/2020,OH,0,0
12/18/2020,OK,0,0
12/18/2020,OR,0,0
12/18/2020,PA,0,0
12/18/2020,RI,0,0
12/18/2020,SC,0,0
12/18/2020,SD,0,0
12/18/2020,TN,0,0
12/18/2020,TX,0,0
12/18/2020,UT,0,0
12/18/2020,VA,0,0
12/18/2020,VT,0,0
12/18/2020,WA,0,0
12/18/2020,WI,0,0
12/18/2020,WV,0,0
12/18/2020,WY,0,0
12/19/2020,AK,0,0
12/19/2020,AL,0,0
12/19/2020,AR,0,0
12/19/2020,AZ,0,0
12/19/2020,CA,0,0
12/19/2020,CO,0,0
12/19/2020,CT,0,0
12/19/2020,DC,0,0
12/19/2020,DE,0,0
12/19/2020,FL,0,0
12/19/2020,GA,0,0
12/19/2020,HI,0,0
12/19/2020,IA,0,0
12/19/2020,ID,0,0
12/19/2020,IL,0,0
12/19/2020,IN,0,0
12/19/2020,KS,0,0
12/19/2020,KY,0,0
12/19/2020,LA,0,0
12/19/2020,MA,0,0
12/19/2020,MD,0,0
12/19/2020,ME,0,0
12/19/2020,MI,0,0
12/19/2020,MN,0,0
12/19/2020,MO,0,0
12/19/2020,MS,0,0
12/19/2020,MT,0,0
12/19/2020,NC,0,0
12/19/2020,ND,0,0
12/19/2020,NE,0,0
12/19/2020,NH,0,0
12/19/2020,NJ,0,0
12/19/2020,NM,0,0
12/19/2020,NV,0,0
12/19/2020,NY,0,0
12/19/2020,OH,0,0
12/19/2020,OK,0,0
12/19/2020,OR,0,0
12/19/2020,PA,0,0
12/19/2020,RI,0,0
12/19/2020,SC,0,0
12/19/2020,SD,0,0
12/19/2020,TN,0,0
12/19/2020,TX,0,0
12/19/2020,UT,0,0
12/19/2020,VA,0,0
12/19/2020,VT,0,0
12/19/2020,WA,0,0
12/19/2020,WI,0,0
12/19/2020,WV,0,0
12/19/2020,WY,0,0
12/20/2020,AK,0,0
12/20/2020,AL,0,0
12/20/2020,AR,0,0
12/20/2020,AZ,0,0
12/20/2020,CA,0,0
12/20/2020,CO,0,0
12/20/2020,CT,0,0
12/20/2020,DC,0,0
12/20/2020,DE,0,0
12/20/2020,FL,0,0
12/20/2020,GA,0,0
12/20/2020,HI,0,0
12/20/2020,IA,0,0
12/20/2020,ID,0,0
12/20/2020,IL,0,0
12/20/2020,IN,0,0
12/20/2020,KS,0,0
12/20/2020,KY,0,0
12/20/2020,LA,0,0
12/20/2020,MA,0,0
12/20/2020,MD,0,0
12/20/2020,ME,0,0
12/20/2020,MI,0,0
12/20/2020,MN,0,0
12/20/2020,MO,0,0
12/20/2020,MS,0,0
12/20/2020,MT,0,0
12/20/2020,NC,0,0
12/20/2020,ND,0,0
12/20/2020,NE,0,0
12/20/2020,NH,0,0
12/20/2020,NJ,0,0
12/20/2020,NM,0,0
12/20/2020,NV,0,0
12/20/2020,NY,0,0
12/20/2020,OH,0,0
12/20/2020,OK,0,0
12/20/2020,OR,0,0
12/20/2020,PA,0,0
12/20/2020,RI,0,0
12/20/2020,SC,0,0
12/20/2020,SD,0,0
12/20/2020,TN,0,0
12/20/2020,TX,0,0
12/20/2020,UT,0,0
12/20/2020,VA,0,0
12/20/2020,VT,0,0
12/20/2020,WA,0,0
12/20/2020,WI,0,0
12/20/2020,WV,0,0
12/20/2020,WY,0,0
12/21/2020,AK,0,0
12/21/2020,AL,0,0
12/21/2020,AR,0,0
12/21/2020,AZ,0,0
12/21/2020,CA,0,0
12/21/2020,CO,0,0
12/21/2020,CT,0,0
12/21/2020,DC,0,0
12/21/2020,DE,0,0
12/21/2020,FL,0,0
12/21/2020,GA,0,0
12/21/2020,HI,0,0
12/21/2020,IA,0,0
12/21/2020,ID,0,0
12/21/2020,IL,0,0
12/21/2020,IN,0,0
12/21/2020,KS,0,0
12/21/2020,KY,0,0
12/21/2020,LA,0,0
12/21/2020,MA,0,0
12/21/2020,MD,0,0
12/21/2020,ME,0,0
12/21/2020,MI,0,0
12/21/2020,MN,0,0
12/21/2020,MO,0,0
12/21/2020,MS,0,0
12/21/2020,MT,0,0
12/21/2020,NC,0,0
12/21/2020,ND,0,0
12/21/2020,NE,0,0
12/21/2020,NH,0,0
12/21/2020,NJ,0,0
12/21/2020,NM,0,0
12/21/2020,NV,0,0
12/21/2020,NY,0,0
12/21/2020,OH,0,0
12/21/2020,OK,0,0
12/21/2020,OR,0,0
12/21/2020,PA,0,0
12/21/2020,RI,0,0
12/21/2020,SC,0,0
12/21/2020,SD,0,0
12/21/2020,TN,0,0
12/21/2020,TX,0,0
12/21/2020,UT,0,0
12/21/2020,VA,0,0
12/21/2020,VT,0,0
12/21/2020,WA,0,0
12/21/2020,WI,0,0
12/21/2020,WV,0,0
12/21/2020,WY,0,0
12/22/2020,AK,0,0
12/22/2020,AL,0,0
12/22/2020,AR,0,0
12/22/2020,AZ,0,0
12/22/2020,CA,0,0
12/22/2020,CO,0,0
12/22/2020,CT,0,0
12/22/2020,DC,0,0
12/22/2020,DE,0,0
12/22/2020,FL,0,0
12/22/2020,GA,0,0
12/22/2020,HI,0,0
12/22/2020,IA,0,0
12/22/2020,ID,0,0
12/22/2020,IL,0,0
12/22/2020,IN,0,0
12/22/2020,KS,0,0
12/22/2020,KY,0,0
12/22/2020,LA,0,0
12/22/2020,MA,0,0
12/22/2020,MD,0,0
12/22/2020,ME,0,0
12/22/2020,MI,0,0
12/22/2020,MN,0,0
12/22/2020,MO,0,0
12/22/2020,MS,0,0
12/22/2020,MT,0,0
12/22/2020,NC,0,0
12/22/2020,ND,0,0
12/22/2020,NE,0,0
12/22/2020,NH,0,0
12/22/2020,NJ,0,0
12/22/2020,NM,0,0
12/22/2020,NV,0,0
12/22/2020,NY,0,0
12/22/2020,OH,0,0
12/22/2020,OK,0,0
12/22/2020,OR,0,0
12/22/2020,PA,0,0
12/22/2020,RI,0,0
12/22/2020,SC,0,0
12/22/2020,SD,0,0
12/22/2020,TN,0,0
12/22/2020,TX,0,0
12/22/2020,UT,0,0
12/22/2020,VA,0,0
12/22/2020,VT,0,0
12/22/2020,WA,0,0
12/22/2020,WI,0,0
12/22/2020,WV,0,0
12/22/2020,WY,0,0
12/23/2020,AK,0,0
12/23/2020,AL,0,0
12/23/2020,AR,0,0
12/23/2020,AZ,0,0
12/23/2020,CA,0,0
12/23/2020,CO,0,0
12/23/2020,CT,0,0
12/23/2020,DC,0,0
12/23/2020,DE,0,0
12/23/2020,FL,0,0
12/23/2020,GA,0,0
12/23/2020,HI,0,0
12/23/2020,IA,0,0
12/23/2020,ID,0,0
12/23/2020,IL,0,0
12/23/2020,IN,0,0
12/23/2020,KS,0,0
12/23/2020,KY,0,0
12/23/2020,LA,0,0
12/23/2020,MA,0,0
12/23/2020,MD,0,0
12/23/2020,ME,0,0
12/23/2020,MI,0,0
12/23/2020,MN,0,0
12/23/2020,MO,0,0
12/23/2020,MS,0,0
12/23/2020,MT,0,0
12/23/2020,NC,0,0
12/23/2020,ND,0,0
12/23/2020,NE,0,0
12/23/2020,NH,0,0
12/23/2020,NJ,0,0
12/23/2020,NM,0,0
12/23/2020,NV,0,0
12/23/2020,NY,0,0
12/23/2020,OH,0,0
12/23/2020,OK,0,0
12/23/2020,OR,0,0
12/23/2020,PA,0,0
12/23/2020,RI,0,0
12/23/2020,SC,0,0
12/23/2020,SD,0,0
12/23/2020,TN,0,0
12/23/2020,TX,0,0
12/23/2020,UT,0,0
12/23/2020,VA,0,0
12/23/2020,VT,0,0
12/23/2020,WA,0,0
12/23/2020,WI,0,0
12/23/2020,WV,0,0
12/23/2020,WY,0,0
12/24/2020,AK,0,0
12/24/2020,AL,0,0
12/24/2020,AR,0,0
12/24/2020,AZ,0,0
12/24/2020,CA,0,0
12/24/2020,CO,0,0
12/24/2020,CT,0,0
12/24/2020,DC,0,0
12/24/2020,DE,0,0
12/24/2020,FL,0,0
12/24/2020,GA,0,0
12/24/2020,HI,0,0
12/24/2020,IA,0,0
12/24/2020,ID,0,0
12/24/2020,IL,0,0
12/24/2020,IN,0,0
12/24/2020,KS,0,0
12/24/2020,KY,0,0
12/24/2020,LA,0,0
12/24/2020,MA,0,0
12/24/2020,MD,0,0
12/24/2020,ME,0,0
12/24/2020,MI,0,0
12/24/2020,MN,0,0
12/24/2020,MO,0,0
12/24/2020,MS,0,0
12/24/2020,MT,0,0
12/24/2020,NC,0,0
12/24/2020,ND,0,0
12/24/2020,NE,0,0
12/24/2020,NH,0,0
12/24/2020,NJ,0,0
12/24/2020,NM,0,0
12/24/2020,NV,0,0
12/24/2020,NY,0,0
12/24/2020,OH,0,0
12/24/2020,OK,0,0
12/24/2020,OR,0,0
12/24/2020,PA,0,0
12/24/2020,RI,0,0
12/24/2020,SC,0,0
12/24/2020,SD,0,0
12/24/2020,TN,0,0
12/24/2020,TX,0,0
12/24/2020,UT,0,0
12/24/2020,VA,0,0
12/24/2020,VT,0,0
12/24/2020,WA,0,0
12/24/2020,WI,0,0
12/24/2020,WV,0,0
12/24/2020,WY,0,0
12/25/2020,AK,0,0
12/25/2020,AL,0,0
12/25/2020,AR,0,0
12/25/2020,AZ,0,0
12/25/2020,CA,0,0
12/25/2020,CO,0,0
12/25/2020,CT,0,0
12/25/2020,DC,0,0
12/25/2020,DE,0,0
12/25/2020,FL,0,0
12/25/2020,GA,0,0
12/25/2020,HI,0,0
12/25/2020,IA,0,0
12/25/2020,ID,0,0
12/25/2020,IL,0,0
12/25/2020,IN,0,0
12/25/2020,KS,0,0
12/25/2020,KY,0,0
12/25/2020,LA,0,0
12/25/2020,MA,0,0
12/25/2020,MD,0,0
12/25/2020,ME,0,0
12/25/2020,MI,0,0
12/25/2020,MN,0,0
12/25/2020,MO,0,0
12/25/2020,MS,0,0
12/25/2020,MT,0,0
12/25/2020,NC,0,0
12/25/2020,ND,0,0
12/25/2020,NE,0,0
12/25/2020,NH,0,0
12/25/2020,NJ,0,0
12/25/2020,NM,0,0
12/25/2020,NV,0,0
12/25/2020,NY,0,0
12/25/2020,OH,0,0
12/25/2020,OK,0,0
12/25/2020,OR,0,0
12/25/2020,PA,0,0
12/25/2020,RI,0,0
12/25/2020,SC,0,0
12/25/2020,SD,0,0
12/25/2020,TN,0,0
12/25/2020,TX,0,0
12/25/2020,UT,0,0
12/25/2020,VA,0,0
12/25/2020,VT,0,0
12/25/2020,WA,0,0
12/25/2020,WI,0,0
12/25/2020,WV,0,0
12/25/2020,WY,0,0
12/26/2020,AK,0,0
12/26/2020,AL,0,0
12/26/2020,AR,0,0
12/26/2020,AZ,0,0
12/26/2020,CA,0,0
12/26/2020,CO,0,0
12/26/2020,CT,0,0
12/26/2020,DC,0,0
12/26/2020,DE,0,0
12/26/2020,FL,0,0
12/26/2020,GA,0,0
12/26/2020,HI,0,0
12/26/2020,IA,0,0
12/26/2020,ID,0,0
12/26/2020,IL,0,0
12/26/2020,IN,0,0
12/26/2020,KS,0,0
12/26/2020,KY,0,0
12/26/2020,LA,0,0
12/26/2020,MA,0,0
12/26/2020,MD,0,0
12/26/2020,ME,0,0
12/26/2020,MI,0,0
12/26/2020,MN,0,0
12/26/2020,MO,0,0
12/26/2020,MS,0,0
12/26/2020,MT,0,0
12/26/2020,NC,0,0
12/26/2020,ND,0,0
12/26/2020,NE,0,0
12/26/2020,NH,0,0
12/26/2020,NJ,0,0
12/26/2020,NM,0,0
12/26/2020,NV,0,0
12/26/2020,NY,0,0
12/26/2020,OH,0,0
12/26/2020,OK,0,0
12/26/2020,OR,0,0
12/26/2020,PA,0,0
12/26/2020,RI,0,0
12/26/2020,SC,0,0
12/26/2020,SD,0,0
12/26/2020,TN,0,0
12/26/2020,TX,0,0
12/26/2020,UT,0,0
12/26/2020,VA,0,0
12/26/2020,VT,0,0
12/26/2020,WA,0,0
12/26/2020,WI,0,0
12/26/2020,WV,0,0
12/26/2020,WY,0,0
12/27/2020,AK,0,0
12/27/2020,AL,0,0
12/27/2020,AR,0,0
12/27/2020,AZ,0,0
12/27/2020,CA,0,0
12/27/2020,CO,0,0
12/27/2020,CT,0,0
12/27/2020,DC,0,0
12/27/2020,DE,0,0
12/27/2020,FL,0,0
12/27/2020,GA,0,0
12/27/2020,HI,0,0
12/27/2020,IA,0,0
12/27/2020,ID,0,0
12/27/2020,IL,0,0
12/27/2020,IN,0,0
12/27/2020,KS,0,0
12/27/2020,KY,0,0
12/27/2020,LA,0,0
12/27/2020,MA,0,0
12/27/2020,MD,0,0
12/27/2020,ME,0,0
12/27/2020,MI,0,0
12/27/2020,MN,0,0
12/27/2020,MO,0,0
12/27/2020,MS,0,0
12/27/2020,MT,0,0
12/27/2020,NC,0,0
12/27/2020,ND,0,0
12/27/2020,NE,0,0
12/27/2020,NH,0,0
12/27/2020,NJ,0,0
12/27/2020,NM,0,0
12/27/2020,NV,0,0
12/27/2020,NY,0,0
12/27/2020,OH,0,0
12/27/2020,OK,0,0
12/27/2020,OR,0,0
12/27/2020,PA,0,0
12/27/2020,RI,0,0
12/27/2020,SC,0,0
12/27/2020,SD,0,0
12/27/2020,TN,0,0
12/27/2020,TX,0,0
12/27/2020,UT,0,0
12/27/2020,VA,0,0
12/27/2020,VT,0,0
12/27/2020,WA,0,0
12/27/2020,WI,0,0
12/27/2020,WV,0,0
12/27/2020,WY,0,0
12/28/2020,AK,0,0
12/28/2020,AL,0,0
12/28/2020,AR,0,0
12/28/2020,AZ,0,0
12/28/2020,CA,0,0
12/28/2020,CO,0,0
12/28/2020,CT,0,0
12/28/2020,DC,0,0
12/28/2020,DE,0,0
12/28/2020,FL,0,0
12/28/2020,GA,0,0
12/28/2020,HI,0,0
12/28/2020,IA,0,0
12/28/2020,ID,0,0
12/28/2020,IL,0,0
12/28/2020,IN,0,0
12/28/2020,KS,0,0
12/28/2020,KY,0,0
12/28/2020,LA,0,0
12/28/2020,MA,0,0
12/28/2020,MD,0,0
12/28/2020,ME,0,0
12/28/2020,MI,0,0
12/28/2020,MN,0,0
12/28/2020,MO,0,0
12/28/2020,MS,0,0
12/28/2020,MT,0,0
12/28/2020,NC,0,0
12/28/2020,ND,0,0
12/28/2020,NE,0,0
12/28/2020,NH,0,0
12/28/2020,NJ,0,0
12/28/2020,NM,0,0
12/28/2020,NV,0,0
12/28/2020,NY,0,0
12/28/2020,OH,0,0
12/28/2020,OK,0,0
12/28/2020,OR,0,0
12/28/2020,PA,0,0
12/28/2020,RI,0,0
12/28/2020,SC,0,0
12/28/2020,SD,0,0
12/28/2020,TN,0,0
12/28/2020,TX,0,0
12/28/2020,UT,0,0
12/28/2020,VA,0,0
12/28/2020,VT,0,0
12/28/2020,WA,0,0
12/28/2020,WI,0,0
12/28/2020,WV,0,0
12/28/2020,WY,0,0
12/29/2020,AK,0,0
12/29/2020,AL,0,0
12/29/2020,AR,0,0
12/29/2020,AZ,0,0
12/29/2020,CA,0,0
12/29/2020,CO,0,0
12/29/2020,CT,0,0
12/29/2020,DC,0,0
12/29/2020,DE,0,0
12/29/2020,FL,0,0
12/29/2020,GA,0,0
12/29/2020,HI,0,0
12/29/2020,IA,0,0
12/29/2020,ID,0,0
12/29/2020,IL,0,0
12/29/2020,IN,0,0
12/29/2020,KS,0,0
12/29/2020,KY,0,0
12/29/2020,LA,0,0
12/29/2020,MA,0,0
12/29/2020,MD,0,0
12/29/2020,ME,0,0
12/29/2020,MI,0,0
12/29/2020,MN,0,0
12/29/2020,MO,0,0
12/29/2020,MS,0,0
12/29/2020,MT,0,0
12/29/2020,NC,0,0
12/29/2020,ND,0,0
12/29/2020,NE,0,0
12/29/2020,NH,0,0
12/29/2020,NJ,0,0
12/29/2020,NM,0,0
12/29/2020,NV,0,0
12/29/2020,NY,0,0
12/29/2020,OH,0,0
12/29/2020,OK,0,0
12/29/2020,OR,0,0
12/29/2020,PA,0,0
12/29/2020,RI,0,0
12/29/2020,SC,0,0
12/29/2020,SD,0,0
12/29/2020,TN,0,0
12/29/2020,TX,0,0
12/29/2020,UT,0,0
12/29/2020,VA,0,0
12/29/2020,VT,0,0
12/29/2020,WA,0,0
12/29/2020,WI,0,0
12/29/2020,WV,0,0
12/29/2020,WY,0,0
12/30/2020,AK,0,0
12/30/2020,AL,0,0
12/30/2020,AR,0,0
12/30/2020,AZ,0,0
12/30/2020,CA,0,0
12/30/2020,CO,0,0
12/30/2020,CT,0,0
12/30/2020,DC,0,0
12/30/2020,DE,0,0
12/30/2020,FL,0,0
12/30/2020,GA,0,0
12/30/2020,HI,0,0
12/30/2020,IA,0,0
12/30/2020,ID,0,0
12/30/2020,IL,0,0
12/30/2020,IN,0,0
12/30/2020,KS,0,0
12/30/2020,KY,0,0
12/30/2020,LA,0,0
12/30/2020,MA,0,0
12/30/2020,MD,0,0
12/30/2020,ME,0,0
12/30/2020,MI,0,0
12/30/2020,MN,0,0
12/30/2020,MO,0,0
12/30/2020,MS,0,0
12/30/2020,MT,0,0
12/30/2020,NC,0,0
12/30/2020,ND,0,0
12/30/2020,NE,0,0
12/30/2020,NH,0,0
12/30/2020,NJ,0,0
12/30/2020,NM,0,0
12/30/2020,NV,0,0
12/30/2020,NY,0,0
12/30/2020,OH,0,0
12/30/2020,OK,0,0
12/30/2020,OR,0,0
12/30/2020,PA,0,0
12/30/2020,RI,0,0
12/30/2020,SC,0,0
12/30/2020,SD,0,0
12/30/2020,TN,0,0
12/30/2020,TX,0,0
12/30/2020,UT,0,0
12/30/2020,VA,0,0
12/30/2020,VT,0,0
12/30/2020,WA,0,0
12/30/2020,WI,0,0
12/30/2020,WV,0,0
12/30/2020,WY,0,0
12/31/2020,AK,0,0
12/31/2020,AL,0,0
12/31/2020,AR,0,0
12/31/2020,AZ,0,0
12/31/2020,CA,0,0
12/31/2020,CO,0,0
12/31/2020,CT,0,0
12/31/2020,DC,0,0
12/31/2020,DE,0,0
12/31/2020,FL,0,0
12/31/2020,GA,0,0
12/31/2020,HI,0,0
12/31/2020,IA,0,0
12/31/2020,ID,0,0
12/31/2020,IL,0,0
12/31/2020,IN,0,0
12/31/2020,KS,0,0
12/31/2020,KY,0,0
12/31/2020,LA,0,0
12/31/2020,MA,0,0
12/31/2020,MD,0,0
12/31/2020,ME,0,0
12/31/2020,MI,0,0
12/31/2020,MN,0,0
12/31/2020,MO,0,0
12/31/2020,MS,0,0
12/31/2020,MT,0,0
12/31/2020,NC,0,0
12/31/2020,ND,0,0
12/31/2020,NE,0,0
12/31/2020,NH,0,0
12/31/2020,NJ,0,0
12/31/2020,NM,0,0
12/31/2020,NV,0,0
12/31/2020,NY,0,0
12/31/2020,OH,0,0
12/31/2020,OK,0,0
12/31/2020,OR,0,0
12/31/2020,PA,0,0
12/31/2020,RI,0,0
12/31/2020,SC,0,0
12/31/2020,SD,0,0
12/31/2020,TN,0,0
12/31/2020,TX,0,0
12/31/2020,UT,0,0
12/31/2020,VA,0,0
12/31/2020,VT,0,0
12/31/2020,WA,0,0
12/31/2020,WI,0,0
12/31/2020,WV,0,0
12/31/2020,WY,0,0
1/1/2021,AK,0,0
1/1/2021,AL,0,0
1/1/2021,AR,0,0
1/1/2021,AZ,0,0
1/1/2021,CA,0,0
1/1/2021,CO,0,0
1/1/2021,CT,0,0
1/1/2021,DC,0,0
1/1/2021,DE,0,0
1/1/2021,FL,0,0
1/1/2021,GA,0,0
1/1/2021,HI,0,0
1/1/2021,IA,0,0
1/1/2021,ID,0,0
1/1/2021,IL,0,0
1/1/2021,IN,0,0
1/1/2021,KS,0,0
1/1/2021,KY,0,0
1/1/2021,LA,0,0
1/1/2021,MA,0,0
1/1/2021,MD,0,0
1/1/2021,ME,0,0
1/1/2021,MI,0,0
1/1/2021,MN,0,0
1/1/2021,MO,0,0
1/1/2021,MS,0,0
1/1/2021,MT,0,0
1/1/2021,NC,0,0
1/1/2021,ND,0,0
1/1/2021,NE,0,0
1/1/2021,NH,0,0
1/1/2021,NJ,0,0
1/1/2021,NM,0,0
1/1/2021,NV,0,0
1/1/2021,NY,0,0
1/1/2021,OH,0,0
1/1/2021,OK,0,0
1/1/2021,OR,0,0
1/1/2021,PA,0,0
1/1/2021,RI,0,0
1/1/2021,SC,0,0
1/1/2021,SD,0,0
1/1/2021,TN,0,0
1/1/2021,TX,0,0
1/1/2021,UT,0,0
1/1/2021,VA,0,0
1/1/2021,VT,0,0
1/1/2021,WA,0,0
1/1/2021,WI,0,0
1/1/2021,WV,0,0
1/1/2021,WY,0,0
1/2/2021,AK,0,0
1/2/2021,AL,0,0
1/2/2021,AR,0,0
1/2/2021,AZ,0,0
1/2/2021,CA,0,0
1/2/2021,CO,0,0
1/2/2021,CT,0,0
1/2/2021,DC,0,0
1/2/2021,DE,0,0
1/2/2021,FL,0,0
1/2/2021,GA,0,0
1/2/2021,HI,0,0
1/2/2021,IA,0,0
1/2/2021,ID,0,0
1/2/2021,IL,0,0
1/2/2021,IN,0,0
1/2/2021,KS,0,0
1/2/2021,KY,0,0
1/2/2021,LA,0,0
1/2/2021,MA,0,0
1/2/2021,MD,0,0
